1955,Dinghy New Years Day Race,Overall,/reshyc/2024/open/NewYearsDay/overall.htm
1957,Dinghy F’bite Spring Series,Overall,/reshyc/2024/open/fbite_spring_overall.htm
1958,Brass Monkeys Spring,Overall,/reshyc/2024/open/BM_springseries_overall.htm
1959,Brassed Off Cup,Main Fleet,/reshyc/2024/open/brassed_off_cup_main.htm
1970,2024 ILCA Masters,Overall,/reshyc/2024/open/ILCAMasters/overall.htm
1971,Wave Regatta,Class 1,/reshyc/2024/open_wave_class1.htm
1972,Wave Regatta,Class 2,/reshyc/2024/open_wave_class2.htm
1973,Wave Regatta,Class 3,/reshyc/2024/open_wave_class3.htm
1974,Wave Regatta,Class 0,/reshyc/2024/open_wave_class0.htm
1975,Wave Regatta,Class 4 NS1,/reshyc/2024/open_wave_class4.htm
1976,Wave Regatta,Class 5 NS2,/reshyc/2024/open_wave_class5.htm
1980,Lambay Race,Class 0,/reshyc/2024/open/Lambay/class0.htm
1981,Lambay Race,Class 1,/reshyc/2024/open/Lambay/class1.htm
1982,Lambay Race,Class 2,/reshyc/2024/open/Lambay/class2.htm
1983,Lambay Race,Class 3,/reshyc/2024/open/Lambay/class3.htm
1984,Lambay Race,Class 4 NS1,/reshyc/2024/open/Lambay/class4.htm
1986,Lambay Race,Puppeteers,/reshyc/2024/open/Lambay/pups.htm
1987,Lambay Race,Howth 17’s,/reshyc/2024/open/Lambay/h17.htm
1988,Lambay Race,Squibs,/reshyc/2024/open/Lambay/squibs.htm
1992,Fingal Series,Overall,/reshyc/2024/open_fingal_overall.htm
1998,GP14 Leinster Championships,Overall,/reshyc/2024/open/GP14Leinsters/overall.htm
2002,RS Aero Nationals,Overall,/reshyc/2024/open/RSAeroNats/overall.htm
2004,Gibney Classic,Overall,/reshyc/2024/open/gibneyclassic/overall.htm
2010,Squib Irish Championships,Overall,/reshyc/2024/open/squibnationals.htm
2014,Mermaid Irish Championships,Overall,/reshyc/2024/open/mermaidnationals.htm
2015,Howth 17 Irish Championships,Overall,/reshyc/2024/open/h17snationals.htm
2016,Dinghy Regatta,Melges 15,/reshyc/2024/open/dinghy/melges15.htm
2017,Dinghy Regatta,Optimists,/reshyc/2024/open/dinghy/optimist.htm
2018,Dinghy Regatta,PY Class,/reshyc/2024/open/dinghy/py.htm
2019,Dinghy Regatta,Toppers,/reshyc/2024/open/dinghy/topper.htm
2020,Dinghy Regatta,RS Feva,/reshyc/2024/open/dinghy/feva.htm
2027,Puppeteer 22 Championships,Overall,/reshyc/2024/open/pupnationals_overall.htm
2028,Melges 15 Championships,Overall,/reshyc/2024/open/melgeschampionships_overall.htm
2029,Double Handed,Overall,/reshyc/2024/open/doublehanded_overall.htm
2030,Autumn League - Inshore,Howth 17 - overall,/reshyc/2024/open/al_inshore_h17.htm
2032,Autumn League - Inshore,Squib - Overall,/reshyc/2024/open/al_inshore_squib.htm
2034,Autumn League - Inshore,Puppeteers - Overall,/reshyc/2024/open/al_inshore_pups.htm
2036,Autumn League - Offshore,Cruiser 1 - Overall,/reshyc/2024/open/al_offshore_cr1.htm
2038,Autumn League - Offshore,Cruiser 2 - Overall,/reshyc/2024/open/al_offshore_cr2.htm
2040,Autumn League - Offshore,Cruiser 3 - Overall,/reshyc/2024/open/al_offshore_cr3.htm
2042,Autumn League - Offshore,Cruisers 4 - Overall,/reshyc/2024/open/al_offshore_cr4.htm
2044,Autumn League - Offshore,Cruisers 5 - Overall,/reshyc/2024/open/al_offshore_cr5.htm
2046,HYC Claremont League,PY Class,/reshyc/2024/open/claremountleague.htm
2047,HYC Claremont League,Melges 15,/reshyc/2024/open/claremountm15.htm
2048,Autumn League - Offshore,Teams,/reshyc/2024/open/AL_teams.htm
2049,Dinghy Frostbites Winter,ILCA Overall,/reshyc/2024/open/frostwinter_ilcaoverall.htm
2050,Dinghy Frostbites Winter,PY Class,/reshyc/2024/open/frostwinter_pyoverall.htm
2051,Dinghy Frostbites Winter,Melges 15,/reshyc/2024/open/fbwinter_m15overall.htm
2052,Brass Monkeys Winter Series,Overall,/reshyc/2024/open/bmwinter_overall.htm
